attention,baseline_cosine_similarity,baseline_host_prepare_submit_ms,baseline_max_abs_error,baseline_max_rel_error,baseline_mean_abs_error,baseline_nonfinite_count,baseline_sha256,baseline_vs_reference,benchmark_base,block_table_stride,block_table_width,cache_layout,candidate_cosine_similarity,candidate_host_prepare_submit_ms,candidate_max_abs_error,candidate_max_rel_error,candidate_mean_abs_error,candidate_nonfinite_count,candidate_sha256,candidate_vs_baseline,candidate_vs_reference,cann_version,capture_kv_lens,capture_q_lens,case,causal,device,device_index,device_name,draft_width,dtype,gqa_interleave,head_dim,kv_cache_stride,kv_length,length_pattern,m,min_runtime_kv_length,num_cube_cores,num_kv_heads,num_q_heads,num_vector_cores,page_size,pair_cosine_similarity,pair_max_abs_error,pair_max_rel_error,pair_mean_abs_error,pair_nonfinite_count,physical_pages,python_version,q_buffer_rows,q_stride,real_batch_size,record_type,runtime_kv_lens,runtime_q_lens,scheduled_batch_size,schema_version,seed,sink_dtype,softmax_scale,status,swa_left_window,table_width_mode,topology,torch_npu_version,torch_version,tp_size,triton_version,workspace_commit
full,0.9999971389770508,0.31590298749506474,0.0009765625,1.472081184387207,5.1880993851227686e-05,0.0,c47f9bdcfb879eb73723521240a48a9bae99349d094a1fb82563535aabde82ec,True,b091d09e267569ce9e3df929901f3feaccc8ac45,"[64, 1]",64,native_NHD_then_page_head_token_dim_permute,0.9999971389770508,0.22822502069175243,0.0009765625,1.472081184387207,5.1880993851227686e-05,0.0,f70ab89eb4b0f99a03654153298587b38f22209f20916ac1e97e0f6e1454d198,True,True,9.1.0,[4096],[2],full_verify_d2_m2_kv4096_uniform_compact_tp4,True,npu:5,5,Ascend950PR_957b,2,bfloat16,False,256,"[16384, 256, 256, 1]",4096,uniform,2,4096,28,1,6,56,64,0.9999999403953552,0.0,0.0,0.0,0.0,65,3.11.10,2,"[1536, 256, 1]",1,correctness,[4096],[2],1,1,20260829,float32,0.09119556747428784,PASS,,compact,verify_d2,2.10.0.post4.dev20260715,2.10.0+cpu,4,3.2.0,b091d09e267569ce9e3df929901f3feaccc8ac45
full,0.9999975562095642,0.233114929869771,0.0009765625,8.66906452178955,4.75599299534224e-05,0.0,c47f9bdcfb879eb73723521240a48a9bae99349d094a1fb82563535aabde82ec,True,b091d09e267569ce9e3df929901f3feaccc8ac45,"[64, 1]",64,native_NHD_then_page_head_token_dim_permute,0.9999975562095642,0.23831520229578018,0.0009765625,8.66906452178955,4.75599299534224e-05,0.0,f70ab89eb4b0f99a03654153298587b38f22209f20916ac1e97e0f6e1454d198,True,True,9.1.0,"[4096, 4096]","[2, 2]",full_verify_d2_m4_kv4096_uniform_compact_tp4,True,npu:5,5,Ascend950PR_957b,2,bfloat16,False,256,"[16384, 256, 256, 1]",4096,uniform,4,4096,28,1,6,56,64,1.0,0.0,0.0,0.0,0.0,129,3.11.10,4,"[1536, 256, 1]",2,correctness,"[4096, 4096]","[2, 2]",2,1,20260829,float32,0.09119556747428784,PASS,,compact,verify_d2,2.10.0.post4.dev20260715,2.10.0+cpu,4,3.2.0,b091d09e267569ce9e3df929901f3feaccc8ac45
full,0.9999973773956299,0.24143490009009838,0.0009765625,33.81938171386719,4.6327433665283024e-05,0.0,c47f9bdcfb879eb73723521240a48a9bae99349d094a1fb82563535aabde82ec,True,b091d09e267569ce9e3df929901f3feaccc8ac45,"[64, 1]",64,native_NHD_then_page_head_token_dim_permute,0.9999973773956299,0.2313549630343914,0.0009765625,33.81938171386719,4.6327433665283024e-05,0.0,f70ab89eb4b0f99a03654153298587b38f22209f20916ac1e97e0f6e1454d198,True,True,9.1.0,"[4096, 4096, 4096, 4096]","[2, 2, 2, 2]",full_verify_d2_m8_kv4096_uniform_compact_tp4,True,npu:5,5,Ascend950PR_957b,2,bfloat16,False,256,"[16384, 256, 256, 1]",4096,uniform,8,4096,28,1,6,56,64,1.0,0.0,0.0,0.0,0.0,257,3.11.10,8,"[1536, 256, 1]",4,correctness,"[4096, 4096, 4096, 4096]","[2, 2, 2, 2]",4,1,20260829,float32,0.09119556747428784,PASS,,compact,verify_d2,2.10.0.post4.dev20260715,2.10.0+cpu,4,3.2.0,b091d09e267569ce9e3df929901f3feaccc8ac45
full,0.9999974966049194,0.256015220656991,0.0009765625,56.46479034423828,4.829329554922879e-05,0.0,c47f9bdcfb879eb73723521240a48a9bae99349d094a1fb82563535aabde82ec,True,b091d09e267569ce9e3df929901f3feaccc8ac45,"[64, 1]",64,native_NHD_then_page_head_token_dim_permute,0.9999974966049194,0.322503037750721,0.0009765625,56.46479034423828,4.829329554922879e-05,0.0,f70ab89eb4b0f99a03654153298587b38f22209f20916ac1e97e0f6e1454d198,True,True,9.1.0,"[4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096]","[2, 2, 2, 2, 2, 2, 2, 2]",full_verify_d2_m16_kv4096_uniform_compact_tp4,True,npu:5,5,Ascend950PR_957b,2,bfloat16,False,256,"[16384, 256, 256, 1]",4096,uniform,16,4096,28,1,6,56,64,1.0,0.0,0.0,0.0,0.0,513,3.11.10,16,"[1536, 256, 1]",8,correctness,"[4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096]","[2, 2, 2, 2, 2, 2, 2, 2]",8,1,20260829,float32,0.09119556747428784,PASS,,compact,verify_d2,2.10.0.post4.dev20260715,2.10.0+cpu,4,3.2.0,b091d09e267569ce9e3df929901f3feaccc8ac45
full,0.9999974370002747,0.29701413586735725,0.0009765625,33.76603317260742,4.67957288492471e-05,0.0,c47f9bdcfb879eb73723521240a48a9bae99349d094a1fb82563535aabde82ec,True,b091d09e267569ce9e3df929901f3feaccc8ac45,"[64, 1]",64,native_NHD_then_page_head_token_dim_permute,0.9999974370002747,0.4566810093820095,0.0009765625,33.76603317260742,4.67957288492471e-05,0.0,f70ab89eb4b0f99a03654153298587b38f22209f20916ac1e97e0f6e1454d198,True,True,9.1.0,"[4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096]","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",full_verify_d2_m24_kv4096_uniform_compact_tp4,True,npu:5,5,Ascend950PR_957b,2,bfloat16,False,256,"[16384, 256, 256, 1]",4096,uniform,24,4096,28,1,6,56,64,1.0,0.0,0.0,0.0,0.0,769,3.11.10,24,"[1536, 256, 1]",12,correctness,"[4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096]","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",12,1,20260829,float32,0.09119556747428784,PASS,,compact,verify_d2,2.10.0.post4.dev20260715,2.10.0+cpu,4,3.2.0,b091d09e267569ce9e3df929901f3feaccc8ac45
full,0.9999974966049194,0.3180431667715311,0.0009765625,46.120880126953125,4.6603170630987734e-05,0.0,c47f9bdcfb879eb73723521240a48a9bae99349d094a1fb82563535aabde82ec,True,b091d09e267569ce9e3df929901f3feaccc8ac45,"[64, 1]",64,native_NHD_then_page_head_token_dim_permute,0.9999974966049194,0.533978920429945,0.0009765625,46.120880126953125,4.6603170630987734e-05,0.0,f70ab89eb4b0f99a03654153298587b38f22209f20916ac1e97e0f6e1454d198,True,True,9.1.0,"[4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096]","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",full_verify_d2_m32_kv4096_uniform_compact_tp4,True,npu:5,5,Ascend950PR_957b,2,bfloat16,False,256,"[16384, 256, 256, 1]",4096,uniform,32,4096,28,1,6,56,64,1.0,0.0,0.0,0.0,0.0,1025,3.11.10,32,"[1536, 256, 1]",16,correctness,"[4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096]","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",16,1,20260829,float32,0.09119556747428784,PASS,,compact,verify_d2,2.10.0.post4.dev20260715,2.10.0+cpu,4,3.2.0,b091d09e267569ce9e3df929901f3feaccc8ac45
full,0.9999973773956299,0.3760519903153181,0.0009765625,90.69590759277344,4.7597233788110316e-05,0.0,c47f9bdcfb879eb73723521240a48a9bae99349d094a1fb82563535aabde82ec,True,b091d09e267569ce9e3df929901f3feaccc8ac45,"[64, 1]",64,native_NHD_then_page_head_token_dim_permute,0.9999973773956299,0.7187051232904196,0.0009765625,90.69590759277344,4.7597233788110316e-05,0.0,f70ab89eb4b0f99a03654153298587b38f22209f20916ac1e97e0f6e1454d198,True,True,9.1.0,"[4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096]","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",full_verify_d2_m48_kv4096_uniform_compact_tp4,True,npu:5,5,Ascend950PR_957b,2,bfloat16,False,256,"[16384, 256, 256, 1]",4096,uniform,48,4096,28,1,6,56,64,0.9999999403953552,0.0,0.0,0.0,0.0,1537,3.11.10,48,"[1536, 256, 1]",24,correctness,"[4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096]","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",24,1,20260829,float32,0.09119556747428784,PASS,,compact,verify_d2,2.10.0.post4.dev20260715,2.10.0+cpu,4,3.2.0,b091d09e267569ce9e3df929901f3feaccc8ac45
full,0.999997615814209,0.45029097236692905,0.0009765625,50.6363639831543,4.719028947874904e-05,0.0,c47f9bdcfb879eb73723521240a48a9bae99349d094a1fb82563535aabde82ec,True,b091d09e267569ce9e3df929901f3feaccc8ac45,"[64, 1]",64,native_NHD_then_page_head_token_dim_permute,0.999997615814209,0.83535211160779,0.0009765625,50.6363639831543,4.719028947874904e-05,0.0,f70ab89eb4b0f99a03654153298587b38f22209f20916ac1e97e0f6e1454d198,True,True,9.1.0,"[4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096]","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",full_verify_d2_m64_kv4096_uniform_compact_tp4,True,npu:5,5,Ascend950PR_957b,2,bfloat16,False,256,"[16384, 256, 256, 1]",4096,uniform,64,4096,28,1,6,56,64,0.9999998807907104,0.0,0.0,0.0,0.0,2049,3.11.10,64,"[1536, 256, 1]",32,correctness,"[4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096]","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",32,1,20260829,float32,0.09119556747428784,PASS,,compact,verify_d2,2.10.0.post4.dev20260715,2.10.0+cpu,4,3.2.0,b091d09e267569ce9e3df929901f3feaccc8ac45
full,0.9999976754188538,0.47274003736674786,0.001953125,23.382022857666016,4.7154251660685986e-05,0.0,c47f9bdcfb879eb73723521240a48a9bae99349d094a1fb82563535aabde82ec,True,b091d09e267569ce9e3df929901f3feaccc8ac45,"[64, 1]",64,native_NHD_then_page_head_token_dim_permute,0.9999976754188538,0.904211075976491,0.001953125,23.382022857666016,4.7154251660685986e-05,0.0,f70ab89eb4b0f99a03654153298587b38f22209f20916ac1e97e0f6e1454d198,True,True,9.1.0,"[4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096]","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",full_verify_d2_m72_kv4096_uniform_compact_tp4,True,npu:5,5,Ascend950PR_957b,2,bfloat16,False,256,"[16384, 256, 256, 1]",4096,uniform,72,4096,28,1,6,56,64,1.0000001192092896,0.0,0.0,0.0,0.0,2305,3.11.10,72,"[1536, 256, 1]",36,correctness,"[4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096]","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",36,1,20260829,float32,0.09119556747428784,PASS,,compact,verify_d2,2.10.0.post4.dev20260715,2.10.0+cpu,4,3.2.0,b091d09e267569ce9e3df929901f3feaccc8ac45
full,0.9999974966049194,0.5056189838796854,0.001953125,82.54498291015625,4.83339827042073e-05,0.0,c47f9bdcfb879eb73723521240a48a9bae99349d094a1fb82563535aabde82ec,True,b091d09e267569ce9e3df929901f3feaccc8ac45,"[64, 1]",64,native_NHD_then_page_head_token_dim_permute,0.9999974966049194,1.0092679876834154,0.001953125,82.54498291015625,4.83339827042073e-05,0.0,f70ab89eb4b0f99a03654153298587b38f22209f20916ac1e97e0f6e1454d198,True,True,9.1.0,"[4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096]","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",full_verify_d2_m80_kv4096_uniform_compact_tp4,True,npu:5,5,Ascend950PR_957b,2,bfloat16,False,256,"[16384, 256, 256, 1]",4096,uniform,80,4096,28,1,6,56,64,1.0,0.0,0.0,0.0,0.0,2561,3.11.10,80,"[1536, 256, 1]",40,correctness,"[4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096]","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",40,1,20260829,float32,0.09119556747428784,PASS,,compact,verify_d2,2.10.0.post4.dev20260715,2.10.0+cpu,4,3.2.0,b091d09e267569ce9e3df929901f3feaccc8ac45
full,0.9999975562095642,0.5658580921590328,0.0009765625,84.61624145507812,4.7569788875989616e-05,0.0,c47f9bdcfb879eb73723521240a48a9bae99349d094a1fb82563535aabde82ec,True,b091d09e267569ce9e3df929901f3feaccc8ac45,"[64, 1]",64,native_NHD_then_page_head_token_dim_permute,0.9999975562095642,1.20972516015172,0.0009765625,84.61624145507812,4.7569788875989616e-05,0.0,f70ab89eb4b0f99a03654153298587b38f22209f20916ac1e97e0f6e1454d198,True,True,9.1.0,"[4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096]","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",full_verify_d2_m96_kv4096_uniform_compact_tp4,True,npu:5,5,Ascend950PR_957b,2,bfloat16,False,256,"[16384, 256, 256, 1]",4096,uniform,96,4096,28,1,6,56,64,1.0,0.0,0.0,0.0,0.0,3073,3.11.10,96,"[1536, 256, 1]",48,correctness,"[4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096]","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",48,1,20260829,float32,0.09119556747428784,PASS,,compact,verify_d2,2.10.0.post4.dev20260715,2.10.0+cpu,4,3.2.0,b091d09e267569ce9e3df929901f3feaccc8ac45
full,0.9999973773956299,0.6436759140342474,0.0009765625,115.37223815917969,4.7695830289740115e-05,0.0,c47f9bdcfb879eb73723521240a48a9bae99349d094a1fb82563535aabde82ec,True,b091d09e267569ce9e3df929901f3feaccc8ac45,"[64, 1]",64,native_NHD_then_page_head_token_dim_permute,0.9999973773956299,1.3275521341711283,0.0009765625,115.37223815917969,4.7695830289740115e-05,0.0,f70ab89eb4b0f99a03654153298587b38f22209f20916ac1e97e0f6e1454d198,True,True,9.1.0,"[4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096]","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",full_verify_d2_m112_kv4096_uniform_compact_tp4,True,npu:5,5,Ascend950PR_957b,2,bfloat16,False,256,"[16384, 256, 256, 1]",4096,uniform,112,4096,28,1,6,56,64,0.9999999403953552,0.0,0.0,0.0,0.0,3585,3.11.10,112,"[1536, 256, 1]",56,correctness,"[4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096]","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",56,1,20260829,float32,0.09119556747428784,PASS,,compact,verify_d2,2.10.0.post4.dev20260715,2.10.0+cpu,4,3.2.0,b091d09e267569ce9e3df929901f3feaccc8ac45
swa,0.9999984502792358,0.0,0.001953125,8.149999618530273,0.00010134982585441321,0.0,c47f9bdcfb879eb73723521240a48a9bae99349d094a1fb82563535aabde82ec,True,b091d09e267569ce9e3df929901f3feaccc8ac45,"[64, 1]",64,native_NHD_then_page_head_token_dim_permute,0.9999984502792358,0.0,0.001953125,8.149999618530273,0.00010134982585441321,0.0,f70ab89eb4b0f99a03654153298587b38f22209f20916ac1e97e0f6e1454d198,True,True,9.1.0,[4096],[2],swa_verify_d2_m2_kv4096_uniform_compact_tp4,True,npu:5,5,Ascend950PR_957b,2,bfloat16,False,256,"[16384, 256, 256, 1]",4096,uniform,2,4096,28,1,6,56,64,1.0,0.0,0.0,0.0,0.0,10,3.11.10,2,"[1536, 256, 1]",1,correctness,[4096],[2],1,1,20260829,float32,0.09119556747428784,PASS,511,compact,verify_d2,2.10.0.post4.dev20260715,2.10.0+cpu,4,3.2.0,b091d09e267569ce9e3df929901f3feaccc8ac45
swa,0.9999980926513672,0.0,0.001953125,15.257425308227539,9.879990830086172e-05,0.0,c47f9bdcfb879eb73723521240a48a9bae99349d094a1fb82563535aabde82ec,True,b091d09e267569ce9e3df929901f3feaccc8ac45,"[64, 1]",64,native_NHD_then_page_head_token_dim_permute,0.9999980926513672,0.0,0.001953125,15.257425308227539,9.879990830086172e-05,0.0,f70ab89eb4b0f99a03654153298587b38f22209f20916ac1e97e0f6e1454d198,True,True,9.1.0,"[4096, 4096]","[2, 2]",swa_verify_d2_m4_kv4096_uniform_compact_tp4,True,npu:5,5,Ascend950PR_957b,2,bfloat16,False,256,"[16384, 256, 256, 1]",4096,uniform,4,4096,28,1,6,56,64,1.0,0.0,0.0,0.0,0.0,19,3.11.10,4,"[1536, 256, 1]",2,correctness,"[4096, 4096]","[2, 2]",2,1,20260829,float32,0.09119556747428784,PASS,511,compact,verify_d2,2.10.0.post4.dev20260715,2.10.0+cpu,4,3.2.0,b091d09e267569ce9e3df929901f3feaccc8ac45
swa,0.9999977350234985,0.0,0.001953125,26.600000381469727,0.00011048328451579437,0.0,c47f9bdcfb879eb73723521240a48a9bae99349d094a1fb82563535aabde82ec,True,b091d09e267569ce9e3df929901f3feaccc8ac45,"[64, 1]",64,native_NHD_then_page_head_token_dim_permute,0.9999977350234985,0.0,0.001953125,26.600000381469727,0.00011048328451579437,0.0,f70ab89eb4b0f99a03654153298587b38f22209f20916ac1e97e0f6e1454d198,True,True,9.1.0,"[4096, 4096, 4096, 4096]","[2, 2, 2, 2]",swa_verify_d2_m8_kv4096_uniform_compact_tp4,True,npu:5,5,Ascend950PR_957b,2,bfloat16,False,256,"[16384, 256, 256, 1]",4096,uniform,8,4096,28,1,6,56,64,1.0,0.0,0.0,0.0,0.0,37,3.11.10,8,"[1536, 256, 1]",4,correctness,"[4096, 4096, 4096, 4096]","[2, 2, 2, 2]",4,1,20260829,float32,0.09119556747428784,PASS,511,compact,verify_d2,2.10.0.post4.dev20260715,2.10.0+cpu,4,3.2.0,b091d09e267569ce9e3df929901f3feaccc8ac45
swa,0.9999980330467224,0.0,0.00390625,11.686131477355957,0.00010940141510218382,0.0,c47f9bdcfb879eb73723521240a48a9bae99349d094a1fb82563535aabde82ec,True,b091d09e267569ce9e3df929901f3feaccc8ac45,"[64, 1]",64,native_NHD_then_page_head_token_dim_permute,0.9999980330467224,0.0,0.00390625,11.686131477355957,0.00010940141510218382,0.0,f70ab89eb4b0f99a03654153298587b38f22209f20916ac1e97e0f6e1454d198,True,True,9.1.0,"[4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096]","[2, 2, 2, 2, 2, 2, 2, 2]",swa_verify_d2_m16_kv4096_uniform_compact_tp4,True,npu:5,5,Ascend950PR_957b,2,bfloat16,False,256,"[16384, 256, 256, 1]",4096,uniform,16,4096,28,1,6,56,64,1.0,0.0,0.0,0.0,0.0,73,3.11.10,16,"[1536, 256, 1]",8,correctness,"[4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096]","[2, 2, 2, 2, 2, 2, 2, 2]",8,1,20260829,float32,0.09119556747428784,PASS,511,compact,verify_d2,2.10.0.post4.dev20260715,2.10.0+cpu,4,3.2.0,b091d09e267569ce9e3df929901f3feaccc8ac45
swa,0.9999978542327881,0.0,0.00390625,21.898202896118164,0.00010941953951260075,0.0,c47f9bdcfb879eb73723521240a48a9bae99349d094a1fb82563535aabde82ec,True,b091d09e267569ce9e3df929901f3feaccc8ac45,"[64, 1]",64,native_NHD_then_page_head_token_dim_permute,0.9999978542327881,0.0,0.00390625,21.898202896118164,0.00010941953951260075,0.0,f70ab89eb4b0f99a03654153298587b38f22209f20916ac1e97e0f6e1454d198,True,True,9.1.0,"[4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096]","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",swa_verify_d2_m24_kv4096_uniform_compact_tp4,True,npu:5,5,Ascend950PR_957b,2,bfloat16,False,256,"[16384, 256, 256, 1]",4096,uniform,24,4096,28,1,6,56,64,1.0,0.0,0.0,0.0,0.0,109,3.11.10,24,"[1536, 256, 1]",12,correctness,"[4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096]","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",12,1,20260829,float32,0.09119556747428784,PASS,511,compact,verify_d2,2.10.0.post4.dev20260715,2.10.0+cpu,4,3.2.0,b091d09e267569ce9e3df929901f3feaccc8ac45
swa,0.9999980926513672,0.0,0.00390625,21.398406982421875,0.00010825791105162352,0.0,c47f9bdcfb879eb73723521240a48a9bae99349d094a1fb82563535aabde82ec,True,b091d09e267569ce9e3df929901f3feaccc8ac45,"[64, 1]",64,native_NHD_then_page_head_token_dim_permute,0.9999980926513672,0.0,0.00390625,21.398406982421875,0.00010825791105162352,0.0,f70ab89eb4b0f99a03654153298587b38f22209f20916ac1e97e0f6e1454d198,True,True,9.1.0,"[4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096]","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",swa_verify_d2_m32_kv4096_uniform_compact_tp4,True,npu:5,5,Ascend950PR_957b,2,bfloat16,False,256,"[16384, 256, 256, 1]",4096,uniform,32,4096,28,1,6,56,64,1.0000001192092896,0.0,0.0,0.0,0.0,145,3.11.10,32,"[1536, 256, 1]",16,correctness,"[4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096]","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",16,1,20260829,float32,0.09119556747428784,PASS,511,compact,verify_d2,2.10.0.post4.dev20260715,2.10.0+cpu,4,3.2.0,b091d09e267569ce9e3df929901f3feaccc8ac45
